timestamp,roll,pitch,yaw,wx,wy,wz,ax,ay,az,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11
187.805,-0.00660694,-0.151117,-0.0970771,2.35597e-05,-0.000509748,-4.83459e-05,1.47562,-0.0640269,9.69693,-0.0767323,-0.698791,1.69138,0.0791288,-0.712275,1.68355,-0.156118,-0.68469,1.90069,0.158466,-0.689215,1.88898,-4.12614e-05,0.00055075,-9.60922e-05,-1.172e-05,0.000554948,1.45894e-05,-6.68067e-05,0.000451405,0.000718845,0.000111249,0.000513357,0.000728537,0,0,0,0,0,0,0,0,0,0,0,0
187.806,-0.00660691,-0.151118,-0.0970771,2.22409e-05,-0.000522295,-4.84177e-05,1.47826,-0.0639502,9.69929,-0.0767324,-0.69879,1.69138,0.0791288,-0.712274,1.68355,-0.156119,-0.684689,1.90069,0.158466,-0.689214,1.88898,-4.12841e-05,0.000540373,-0.00011021,-1.32548e-05,0.000545198,-1.29219e-07,-6.87755e-05,0.000428443,0.000734577,0.000111752,0.000491034,0.000742447,0,0,0,0,0,0,0,0,0,0,0,0
187.807,-0.00660688,-0.151118,-0.0970772,2.31068e-05,-0.000509585,-4.81746e-05,1.47556,-0.06403,9.69687,-0.0767324,-0.69879,1.69138,0.0791288,-0.712274,1.68355,-0.156119,-0.684689,1.90069,0.158467,-0.689214,1.88898,-4.09672e-05,0.000550522,-9.61738e-05,-1.15152e-05,0.000555193,1.31052e-05,-6.66159e-05,0.000451085,0.000718891,0.000111315,0.00051322,0.000727408,0,0,0,0,0,0,0,0,0,0,0,0
187.808,-0.00660685,-0.151119,-0.0970772,2.32012e-05,-0.00050631,-4.80892e-05,1.47621,-0.0640055,9.6974,-0.0767325,-0.698789,1.69138,0.0791288,-0.712273,1.68355,-0.156119,-0.684688,1.90069,0.158467,-0.689213,1.88898,-4.08915e-05,0.000553404,-9.0853e-05,-1.0914e-05,0.000558192,1.77951e-05,-6.6061e-05,0.000457869,0.000715553,0.000111343,0.000519993,0.000723849,0,0,0,0,0,0,0,0,0,0,0,0
187.809,-0.00660682,-0.151119,-0.0970773,2.16475e-05,-0.000521764,-4.82094e-05,1.47849,-0.0639432,9.69947,-0.0767325,-0.698788,1.69138,0.0791288,-0.712273,1.68355,-0.156119,-0.684688,1.90069,0.158467,-0.689213,1.88898,-4.09844e-05,0.000540773,-0.000107752,-1.28052e-05,0.000546266,3.56953e-07,-6.85223e-05,0.000429964,0.000735062,0.000111984,0.00049286,0.000741277,0,0,0,0,0,0,0,0,0,0,0,0
187.809,-0.00660682,-0.151119,-0.0970773,2.16475e-05,-0.000521764,-4.82094e-05,1.47849,-0.0639432,9.69947,-0.0767325,-0.698788,1.69138,0.0791288,-0.712273,1.68355,-0.156119,-0.684688,1.90069,0.158467,-0.689213,1.88898,-4.09844e-05,0.000540773,-0.000107752,-1.28052e-05,0.000546266,3.56953e-07,-6.85223e-05,0.000429964,0.000735062,0.000111984,0.00049286,0.000741277,0,0,0,0,0,0,0,0,0,0,0,0
187.81,-0.00660679,-0.15112,-0.0970773,2.24427e-05,-0.000509929,-4.79803e-05,1.47566,-0.0640282,9.69694,-0.0767325,-0.698788,1.69138,0.0791288,-0.712272,1.68355,-0.156119,-0.684687,1.90069,0.158467,-0.689212,1.88898,-4.06859e-05,0.000550224,-9.46493e-05,-1.11799e-05,0.000555587,1.26805e-05,-6.65109e-05,0.000451056,0.000720492,0.000111583,0.000513534,0.00072728,0,0,0,0,0,0,0,0,0,0,0,0
187.811,-0.00660676,-0.15112,-0.0970773,2.11341e-05,-0.000522406,-4.80517e-05,1.47829,-0.0639516,9.69929,-0.0767326,-0.698787,1.69138,0.0791288,-0.712272,1.68355,-0.156119,-0.684687,1.90069,0.158467,-0.689212,1.88898,-4.07073e-05,0.000539879,-0.000108783,-1.27147e-05,0.000545859,-2.0362e-06,-6.84693e-05,0.000428155,0.000736104,0.000112075,0.000491262,0.000741093,0,0,0,0,0,0,0,0,0,0,0,0
187.812,-0.00660674,-0.151121,-0.0970774,2.20067e-05,-0.000509639,-4.78084e-05,1.4756,-0.0640313,9.69687,-0.0767326,-0.698787,1.69138,0.0791288,-0.712271,1.68355,-0.156119,-0.684686,1.90069,0.158467,-0.689211,1.88898,-4.03921e-05,0.000550049,-9.47658e-05,-1.09786e-05,0.000555867,1.11939e-05,-6.63041e-05,0.000450838,0.000720318,0.000111626,0.000513482,0.000725975,0,0,0,0,0,0,0,0,0,0,0,0
187.813,-0.00660671,-0.151121,-0.0970774,2.21079e-05,-0.000506311,-4.7723e-05,1.47624,-0.0640068,9.69741,-0.0767327,-0.698786,1.69138,0.0791287,-0.71227,1.68355,-0.156119,-0.684686,1.90069,0.158467,-0.689211,1.88898,-4.03185e-05,0.000552951,-8.946e-05,-1.03808e-05,0.000558879,1.58846e-05,-6.57442e-05,0.000457662,0.000716885,0.000111641,0.000520289,0.000722341,0,0,0,0,0,0,0,0,0,0,0,0
187.814,-0.00660668,-0.151122,-0.0970775,2.05637e-05,-0.000521711,-4.78433e-05,1.47852,-0.0639446,9.69947,-0.0767327,-0.698786,1.69138,0.0791287,-0.71227,1.68355,-0.156119,-0.684686,1.9007,0.158467,-0.68921,1.88898,-4.0412e-05,0.000540343,-0.000106367,-1.22728e-05,0.000546967,-1.54289e-06,-6.81982e-05,0.000429803,0.000736299,0.000112273,0.000493195,0.000739696,0,0,0,0,0,0,0,0,0,0,0,0
187.815,-0.00660665,-0.151122,-0.0970775,2.13649e-05,-0.000509834,-4.76146e-05,1.47569,-0.0640295,9.69694,-0.0767327,-0.698785,1.69138,0.0791287,-0.712269,1.68355,-0.156119,-0.684685,1.9007,0.158467,-0.68921,1.88898,-4.01167e-05,0.000549807,-9.32779e-05,-1.06518e-05,0.000556293,1.07837e-05,-6.61842e-05,0.000450924,0.000721652,0.000111861,0.000513891,0.000725642,0,0,0,0,0,0,0,0,0,0,0,0
187.816,-0.00660662,-0.151123,-0.0970776,2.14471e-05,-0.000506756,-4.7533e-05,1.4763,-0.0640067,9.69744,-0.0767328,-0.698785,1.69138,0.0791287,-0.712269,1.68355,-0.156119,-0.684685,1.9007,0.158468,-0.689209,1.88898,-4.00463e-05,0.000552496,-8.83136e-05,-1.00922e-05,0.000559096,1.51457e-05,-6.56664e-05,0.000457258,0.000718519,0.000111882,0.000520216,0.000722293,0,0,0,0,0,0,0,0,0,0,0,0
187.816,-0.00660662,-0.151123,-0.0970776,2.14471e-05,-0.000506756,-4.7533e-05,1.4763,-0.0640067,9.69744,-0.0767328,-0.698785,1.69138,0.0791287,-0.712269,1.68355,-0.156119,-0.684685,1.9007,0.158468,-0.689209,1.88898,-4.00463e-05,0.000552496,-8.83136e-05,-1.00922e-05,0.000559096,1.51457e-05,-6.56664e-05,0.000457258,0.000718519,0.000111882,0.000520216,0.000722293,0,0,0,0,0,0,0,0,0,0,0,0
187.817,-0.0066066,-0.151123,-0.0970776,1.9903e-05,-0.000522186,-4.76535e-05,1.47856,-0.0639452,9.69949,-0.0767328,-0.698784,1.69138,0.0791287,-0.712268,1.68355,-0.156119,-0.684684,1.9007,0.158468,-0.689209,1.88898,-4.01365e-05,0.000539843,-0.000105357,-1.19948e-05,0.000547137,-2.40805e-06,-6.81242e-05,0.000429279,0.000737944,0.000112509,0.000493,0.000739665,0,0,0,0,0,0,0,0,0,0,0,0
187.818,-0.00660657,-0.151124,-0.0970777,2.07084e-05,-0.000510273,-4.74239e-05,1.47572,-0.0640302,9.69696,-0.0767329,-0.698784,1.69138,0.0791287,-0.712268,1.68355,-0.156119,-0.684684,1.9007,0.158468,-0.689208,1.88899,-3.98382e-05,0.000549316,-9.23336e-05,-1.03774e-05,0.000556466,9.86154e-06,-6.61042e-05,0.000450397,0.000723223,0.000112088,0.000513688,0.000725548,0,0,0,0,0,0,0,0,0,0,0,0
187.819,-0.00660654,-0.151124,-0.0970777,2.07966e-05,-0.000507138,-4.73411e-05,1.47633,-0.0640075,9.69745,-0.0767329,-0.698783,1.69138,0.0791287,-0.712267,1.68355,-0.156119,-0.684683,1.9007,0.158468,-0.689208,1.88899,-3.97648e-05,0.00055203,-8.74072e-05,-9.81836e-06,0.000559289,1.41938e-05,-6.5577e-05,0.000456769,0.000719988,0.000112099,0.000520045,0.000722111,0,0,0,0,0,0,0,0,0,0,0,0
187.82,-0.00660652,-0.151125,-0.0970777,1.92606e-05,-0.000522503,-4.74606e-05,1.47859,-0.0639461,9.6995,-0.0767329,-0.698782,1.69138,0.0791287,-0.712267,1.68355,-0.156119,-0.684683,1.9007,0.158468,-0.689207,1.88899,-3.98512e-05,0.000539409,-0.000104475,-1.17195e-05,0.000547356,-3.37475e-06,-6.80233e-05,0.000428844,0.000739301,0.000112717,0.000492877,0.000739388,0,0,0,0,0,0,0,0,0,0,0,0
187.821,-0.00660649,-0.151125,-0.0970778,2.0072e-05,-0.000510533,-4.72301e-05,1.47575,-0.0640311,9.69697,-0.076733,-0.698782,1.69138,0.0791287,-0.712266,1.68355,-0.15612,-0.684682,1.9007,0.158468,-0.689207,1.88899,-3.9551e-05,0.000548908,-9.14748e-05,-1.01024e-05,0.000556707,8.87992e-06,-6.59947e-05,0.000450007,0.000724482,0.000112286,0.000513604,0.000725187,0,0,0,0,0,0,0,0,0,0,0,0
187.822,-0.00660646,-0.151126,-0.0970778,2.0166e-05,-0.000507344,-4.71465e-05,1.47635,-0.0640084,9.69746,-0.076733,-0.698781,1.69138,0.0791286,-0.712265,1.68355,-0.15612,-0.684682,1.9007,0.158468,-0.689206,1.88899,-3.94762e-05,0.000551648,-8.65671e-05,-9.54378e-06,0.000559551,1.32021e-05,-6.54594e-05,0.000456423,0.000721153,0.000112288,0.00052,0.00072167,0,0,0,0,0,0,0,0,0,0,0,0
187.822,-0.00660646,-0.151126,-0.0970778,2.0166e-05,-0.000507344,-4.71465e-05,1.47635,-0.0640084,9.69746,-0.076733,-0.698781,1.69138,0.0791286,-0.712265,1.68355,-0.15612,-0.684682,1.9007,0.158468,-0.689206,1.88899,-3.94762e-05,0.000551648,-8.65671e-05,-9.54378e-06,0.000559551,1.32021e-05,-6.54594e-05,0.000456423,0.000721153,0.000112288,0.00052,0.00072167,0,0,0,0,0,0,0,0,0,0,0,0
187.823,-0.00660644,-0.151127,-0.0970779,1.86372e-05,-0.000522655,-4.72653e-05,1.47861,-0.0639471,9.69951,-0.0767331,-0.698781,1.69138,0.0791286,-0.712265,1.68355,-0.15612,-0.684682,1.9007,0.158468,-0.689206,1.88899,-3.95605e-05,0.000539053,-0.000103649,-1.1444e-05,0.000547637,-4.36945e-06,-6.78967e-05,0.000428547,0.000740374,0.000112899,0.000492873,0.000738869,0,0,0,0,0,0,0,0,0,0,0,0
187.824,-0.00660641,-0.151127,-0.0970779,1.94537e-05,-0.000510643,-4.70343e-05,1.47577,-0.064032,9.69697,-0.0767331,-0.69878,1.69138,0.0791286,-0.712264,1.68355,-0.15612,-0.684681,1.9007,0.158468,-0.689205,1.88899,-3.926e-05,0.000548572,-9.06642e-05,-9.82812e-06,0.000557002,7.8786e-06,-6.58622e-05,0.000449744,0.000725477,0.000112459,0.00051363,0.000724603,0,0,0,0,0,0,0,0,0,0,0,0
187.825,-0.00660638,-0.151128,-0.097078,1.95529e-05,-0.000507412,-4.69504e-05,1.47637,-0.0640093,9.69746,-0.0767331,-0.69878,1.69138,0.0791286,-0.712264,1.68355,-0.15612,-0.684681,1.9007,0.158469,-0.689205,1.88899,-3.91853e-05,0.000551329,-8.57694e-05,-9.27072e-06,0.000559858,1.21976e-05,-6.53216e-05,0.000456194,0.000722074,0.000112452,0.000520055,0.000721026,0,0,0,0,0,0,0,0,0,0,0,0
187.826,-0.00660636,-0.151128,-0.097078,1.80306e-05,-0.000522683,-4.7069e-05,1.47863,-0.0639481,9.69951,-0.0767332,-0.698779,1.69138,0.0791286,-0.712263,1.68355,-0.15612,-0.68468,1.9007,0.158469,-0.689204,1.88899,-3.92689e-05,0.000538753,-0.000102859,-1.11709e-05,0.000547958,-5.37102e-06,-6.77525e-05,0.000428354,0.000741221,0.000113056,0.00049296,0.000738166,0,0,0,0,0,0,0,0,0,0,0,0
187.827,-0.00660633,-0.151129,-0.0970781,1.88516e-05,-0.000510638,-4.68379e-05,1.4758,-0.0640329,9.69697,-0.0767332,-0.698779,1.69138,0.0791286,-0.712263,1.68355,-0.15612,-0.68468,1.9007,0.158469,-0.689204,1.88899,-3.89694e-05,0.000548284,-8.98862e-05,-9.55689e-06,0.000557331,6.87578e-06,-6.57145e-05,0.000449576,0.000726264,0.000112609,0.000513736,0.000723853,0,0,0,0,0,0,0,0,0,0,0,0
187.828,-0.00660631,-0.151129,-0.0970781,1.89553e-05,-0.000507377,-4.67541e-05,1.47639,-0.0640103,9.69747,-0.0767333,-0.698778,1.69138,0.0791286,-0.712262,1.68355,-0.15612,-0.684679,1.90071,0.158469,-0.689203,1.88899,-3.88958e-05,0.000551053,-8.50001e-05,-9.00134e-06,0.000560194,1.11964e-05,-6.51707e-05,0.00045605,0.000722804,0.000112596,0.000520181,0.000720231,0,0,0,0,0,0,0,0,0,0,0,0
187.829,-0.00660628,-0.15113,-0.0970781,1.74389e-05,-0.000522617,-4.68729e-05,1.47865,-0.0639491,9.69951,-0.0767333,-0.698777,1.69138,0.0791286,-0.712262,1.68355,-0.15612,-0.684679,1.90071,0.158469,-0.689202,1.88899,-3.89798e-05,0.00053849,-0.000102094,-1.0902e-05,0.000548301,-6.36485e-06,-6.75972e-05,0.000428237,0.000741894,0.000113194,0.000493109,0.000737328,0,0,0,0,0,0,0,0,0,0,0,0
187.83,-0.00660626,-0.15113,-0.0970782,1.8264e-05,-0.00051055,-4.66422e-05,1.47582,-0.0640339,9.69698,-0.0767333,-0.698777,1.69138,0.0791286,-0.712261,1.68355,-0.15612,-0.684678,1.90071,0.158469,-0.689202,1.88899,-3.8682e-05,0.000548028,-8.91296e-05,-9.29045e-06,0.000557676,5.88467e-06,-6.55576e-05,0.000449475,0.000726891,0.000112741,0.000513898,0.000722982,0,0,0,0,0,0,0,0,0,0,0,0
187.831,-0.00660623,-0.151131,-0.0970782,1.83718e-05,-0.000507267,-4.65587e-05,1.47641,-0.0640113,9.69747,-0.0767334,-0.698776,1.69138,0.0791286,-0.71226,1.68355,-0.15612,-0.684678,1.90071,0.158469,-0.689201,1.889,-3.86104e-05,0.000550805,-8.42493e-05,-8.73721e-06,0.000560541,1.02105e-05,-6.50123e-05,0.000455965,0.000723388,0.000112721,0.000520355,0.00071933,0,0,0,0,0,0,0,0,0,0,0,0
187.831,-0.00660623,-0.151131,-0.0970782,1.83718e-05,-0.000507267,-4.65587e-05,1.47641,-0.0640113,9.69747,-0.0767334,-0.698776,1.69138,0.0791286,-0.71226,1.68355,-0.15612,-0.684678,1.90071,0.158469,-0.689201,1.889,-3.86104e-05,0.000550805,-8.42493e-05,-8.73721e-06,0.000560541,1.02105e-05,-6.50123e-05,0.000455965,0.000723388,0.000112721,0.000520355,0.00071933,0,0,0,0,0,0,0,0,0,0,0,0
187.832,-0.00660621,-0.151131,-0.0970783,1.68611e-05,-0.000522484,-4.6678e-05,1.47867,-0.0639502,9.69951,-0.0767334,-0.698776,1.69138,0.0791285,-0.71226,1.68355,-0.15612,-0.684678,1.90071,0.158469,-0.689201,1.889,-3.86954e-05,0.000538251,-0.000101346,-1.06388e-05,0.000548652,-7.34013e-06,-6.7436e-05,0.000428173,0.000742434,0.000113314,0.000493299,0.000736397,0,0,0,0,0,0,0,0,0,0,0,0
187.833,-0.00660619,-0.151132,-0.0970783,1.76899e-05,-0.000510401,-4.64479e-05,1.47583,-0.0640349,9.69698,-0.0767335,-0.698775,1.69138,0.0791285,-0.712259,1.68355,-0.15612,-0.684677,1.90071,0.158469,-0.6892,1.889,-3.84001e-05,0.000547792,-8.83866e-05,-9.03004e-06,0.000558025,4.91503e-06,-6.53961e-05,0.00044942,0.000727398,0.000112856,0.000514094,0.00072203,0,0,0,0,0,0,0,0,0,0,0,0
187.834,-0.00660616,-0.151132,-0.0970784,1.78016e-05,-0.000507103,-4.63651e-05,1.47643,-0.0640123,9.69747,-0.0767335,-0.698775,1.69138,0.0791285,-0.712259,1.68355,-0.15612,-0.684677,1.90071,0.15847,-0.6892,1.889,-3.8331e-05,0.000550572,-8.35101e-05,-8.47942e-06,0.000560889,9.24868e-06,-6.48505e-05,0.00045592,0.000723863,0.000112831,0.000520558,0.000718357,0,0,0,0,0,0,0,0,0,0,0,0
187.835,-0.00660614,-0.151133,-0.0970784,1.62963e-05,-0.000522303,-4.64853e-05,1.47869,-0.0639513,9.69951,-0.0767335,-0.698774,1.69138,0.0791285,-0.712258,1.68355,-0.15612,-0.684676,1.90071,0.15847,-0.689199,1.889,-3.84177e-05,0.000538023,-0.000100607,-1.03823e-05,0.000549,-8.28898e-06,-6.72728e-05,0.000428143,0.000742876,0.00011342,0.000493514,0.000735404,0,0,0,0,0,0,0,0,0,0,0,0
187.836,-0.00660612,-0.151133,-0.0970784,1.71287e-05,-0.00051021,-4.6256e-05,1.47585,-0.0640359,9.69698,-0.0767336,-0.698774,1.69138,0.0791285,-0.712258,1.68355,-0.156121,-0.684676,1.90071,0.15847,-0.689199,1.889,-3.81253e-05,0.000547565,-8.76517e-05,-8.77652e-06,0.000558369,3.97391e-06,-6.52335e-05,0.000449394,0.000727816,0.000112957,0.00051431,0.000721025,0,0,0,0,0,0,0,0,0,0,0,0
187.837,-0.00660609,-0.151134,-0.0970785,1.72441e-05,-0.000506901,-4.61741e-05,1.47645,-0.0640133,9.69747,-0.0767336,-0.698773,1.69138,0.0791285,-0.712257,1.68355,-0.156121,-0.684675,1.90071,0.15847,-0.689198,1.889,-3.80591e-05,0.000550346,-8.27775e-05,-8.22872e-06,0.000561229,8.31726e-06,-6.46887e-05,0.0004559,0.000724258,0.000112928,0.000520776,0.00071734,0,0,0,0,0,0,0,0,0,0,0,0
187.837,-0.00660609,-0.151134,-0.0970785,1.72441e-05,-0.000506901,-4.61741e-05,1.47645,-0.0640133,9.69747,-0.0767336,-0.698773,1.69138,0.0791285,-0.712257,1.68355,-0.156121,-0.684675,1.90071,0.15847,-0.689198,1.889,-3.80591e-05,0.000550346,-8.27775e-05,-8.22872e-06,0.000561229,8.31726e-06,-6.46887e-05,0.0004559,0.000724258,0.000112928,0.000520776,0.00071734,0,0,0,0,0,0,0,0,0,0,0,0
187.838,-0.00660607,-0.151134,-0.0970785,1.57439e-05,-0.00052209,-4.62952e-05,1.47871,-0.0639524,9.69951,-0.0767336,-0.698773,1.69138,0.0791285,-0.712257,1.68355,-0.156121,-0.684675,1.90071,0.15847,-0.689198,1.889,-3.81477e-05,0.000537801,-9.98729e-05,-1.01331e-05,0.000549337,-9.20582e-06,-6.71104e-05,0.000428133,0.000743245,0.000113514,0.000493739,0.000734376,0,0,0,0,0,0,0,0,0,0,0,0
187.839,-0.00660605,-0.151135,-0.0970786,1.65799e-05,-0.00050999,-4.60669e-05,1.47587,-0.064037,9.69697,-0.0767337,-0.698772,1.69138,0.0791285,-0.712256,1.68355,-0.156121,-0.684674,1.90071,0.15847,-0.689197,1.889,-3.78585e-05,0.000547341,-8.69211e-05,-8.53043e-06,0.0005587,3.06625e-06,-6.50726e-05,0.000449385,0.000728169,0.000113047,0.000514533,0.000719991,0,0,0,0,0,0,0,0,0,0,0,0
187.84,-0.00660602,-0.151135,-0.0970786,1.6699e-05,-0.000506676,-4.59861e-05,1.47647,-0.0640144,9.69747,-0.0767337,-0.698771,1.69138,0.0791285,-0.712255,1.68355,-0.156121,-0.684674,1.90071,0.15847,-0.689197,1.889,-3.77955e-05,0.000550121,-8.20483e-05,-7.98559e-06,0.000561554,7.42058e-06,-6.45292e-05,0.000455893,0.000724594,0.000113014,0.000520999,0.000716303,0,0,0,0,0,0,0,0,0,0,0,0
187.841,-0.006606,-0.151136,-0.0970787,1.65777e-05,-0.000506314,-4.59537e-05,1.47669,-0.0640067,9.69765,-0.0767338,-0.698771,1.69138,0.0791285,-0.712255,1.68355,-0.156121,-0.684673,1.90071,0.15847,-0.689196,1.889,-3.78013e-05,0.000550615,-7.99997e-05,-7.80017e-06,0.000562208,9.00516e-06,-6.44843e-05,0.000457384,0.000724863,0.000113125,0.000522585,0.000716188,0,0,0,0,0,0,0,0,0,0,0,0
187.842,-0.00660598,-0.151136,-0.0970787,1.5005e-05,-0.000522455,-4.60906e-05,1.47882,-0.063951,9.69959,-0.0767338,-0.69877,1.69138,0.0791285,-0.712254,1.68355,-0.156121,-0.684673,1.90072,0.15847,-0.689196,1.889,-3.79075e-05,0.000537313,-9.81199e-05,-9.82694e-06,0.000549581,-9.51077e-06,-6.70645e-05,0.000427929,0.000745061,0.000113752,0.0004939,0.000734359,0,0,0,0,0,0,0,0,0,0,0,0
187.843,-0.00660596,-0.151137,-0.0970787,1.58249e-05,-0.000510596,-4.58661e-05,1.47593,-0.0640374,9.69701,-0.0767338,-0.69877,1.69138,0.0791285,-0.712254,1.68355,-0.156121,-0.684673,1.90072,0.158471,-0.689195,1.889,-3.76193e-05,0.000546643,-8.5535e-05,-8.26258e-06,0.000558736,2.41191e-06,-6.5066e-05,0.000448688,0.000730264,0.000113289,0.000514208,0.000720243,0,0,0,0,0,0,0,0,0,0,0,0
187.844,-0.00660593,-0.151137,-0.0970788,1.59461e-05,-0.000507298,-4.57854e-05,1.47651,-0.0640154,9.69749,-0.0767339,-0.698769,1.69138,0.0791284,-0.712253,1.68355,-0.156121,-0.684672,1.90072,0.158471,-0.689195,1.889,-3.75522e-05,0.000549387,-8.08152e-05,-7.72889e-06,0.00056155,6.62691e-06,-6.45239e-05,0.000455085,0.000726674,0.00011325,0.000520559,0.00071655,0,0,0,0,0,0,0,0,0,0,0,0
187.845,-0.00660591,-0.151138,-0.0970788,1.58327e-05,-0.000506881,-4.57519e-05,1.47673,-0.064008,9.69767,-0.0767339,-0.698769,1.69138,0.0791284,-0.712253,1.68355,-0.156121,-0.684672,1.90072,0.158471,-0.689194,1.88901,-3.75528e-05,0.000549902,-7.88431e-05,-7.54571e-06,0.000562217,8.14744e-06,-6.44685e-05,0.000456591,0.000726835,0.000113349,0.000522153,0.000716344,0,0,0,0,0,0,0,0,0,0,0,0
187.846,-0.00660589,-0.151138,-0.0970789,1.42715e-05,-0.00052294,-4.58875e-05,1.47885,-0.0639524,9.6996,-0.0767339,-0.698768,1.69138,0.0791284,-0.712252,1.68355,-0.156121,-0.684671,1.90072,0.158471,-0.689194,1.88901,-3.76527e-05,0.00053664,-9.70079e-05,-9.57031e-06,0.000549622,-1.03992e-05,-6.70329e-05,0.000427198,0.000746892,0.000113966,0.000493522,0.000734395,0,0,0,0,0,0,0,0,0,0,0,0
187.846,-0.00660589,-0.151138,-0.0970789,1.42715e-05,-0.00052294,-4.58875e-05,1.47885,-0.0639524,9.6996,-0.0767339,-0.698768,1.69138,0.0791284,-0.712252,1.68355,-0.156121,-0.684671,1.90072,0.158471,-0.689194,1.88901,-3.76527e-05,0.00053664,-9.70079e-05,-9.57031e-06,0.000549622,-1.03992e-05,-6.70329e-05,0.000427198,0.000746892,0.000113966,0.000493522,0.000734395,0,0,0,0,0,0,0,0,0,0,0,0
187.847,-0.00660587,-0.151139,-0.0970789,1.51006e-05,-0.000511007,-4.56619e-05,1.47597,-0.0640388,9.69702,-0.076734,-0.698768,1.69138,0.0791284,-0.712251,1.68355,-0.156121,-0.684671,1.90072,0.158471,-0.689193,1.88901,-3.73605e-05,0.000546008,-8.44614e-05,-8.00549e-06,0.000558808,1.49749e-06,-6.50215e-05,0.000448017,0.000731963,0.000113492,0.000513881,0.000720167,0,0,0,0,0,0,0,0,0,0,0,0
187.848,-0.00660585,-0.151139,-0.097079,1.52311e-05,-0.000507636,-4.55802e-05,1.47655,-0.0640168,9.6975,-0.076734,-0.698767,1.69138,0.0791284,-0.712251,1.68355,-0.156121,-0.68467,1.90072,0.158471,-0.689193,1.88901,-3.729e-05,0.000548789,-7.97721e-05,-7.47121e-06,0.000561651,5.69459e-06,-6.44671e-05,0.000454475,0.000728245,0.000113441,0.000520285,0.000716366,0,0,0,0,0,0,0,0,0,0,0,0
187.849,-0.00660583,-0.15114,-0.097079,1.51266e-05,-0.000507149,-4.55459e-05,1.47676,-0.0640094,9.69768,-0.0767341,-0.698767,1.69138,0.0791284,-0.71225,1.68355,-0.156121,-0.68467,1.90072,0.158471,-0.689192,1.88901,-3.7288e-05,0.000549338,-7.78262e-05,-7.28769e-06,0.000562345,7.20197e-06,-6.44003e-05,0.00045604,0.000728285,0.00011353,0.000521931,0.000716058,0,0,0,0,0,0,0,0,0,0,0,0
187.85,-0.00660581,-0.15114,-0.097079,1.35757e-05,-0.000523141,-4.56808e-05,1.47889,-0.0639539,9.69961,-0.0767341,-0.698766,1.69138,0.0791284,-0.71225,1.68355,-0.156121,-0.684669,1.90072,0.158471,-0.689192,1.88901,-3.73847e-05,0.000536112,-9.60103e-05,-9.3106e-06,0.000549778,-1.13492e-05,-6.69526e-05,0.000426711,0.000748222,0.000114137,0.000493355,0.00073401,0,0,0,0,0,0,0,0,0,0,0,0
187.851,-0.00660579,-0.151141,-0.0970791,1.44126e-05,-0.000511153,-4.54548e-05,1.476,-0.0640402,9.69703,-0.0767341,-0.698766,1.69138,0.0791284,-0.712249,1.68355,-0.156122,-0.684669,1.90072,0.158471,-0.689191,1.88901,-3.70913e-05,0.000545505,-8.34872e-05,-7.74666e-06,0.000558982,5.37684e-07,-6.49328e-05,0.000447574,0.000733193,0.000113653,0.000513753,0.0007197,0,0,0,0,0,0,0,0,0,0,0,0
187.852,-0.00660576,-0.151141,-0.0970791,1.45506e-05,-0.00050773,-4.53727e-05,1.47658,-0.0640182,9.69751,-0.0767342,-0.698765,1.69138,0.0791284,-0.712249,1.68355,-0.156122,-0.684669,1.90072,0.158472,-0.689191,1.88901,-3.70202e-05,0.000548311,-7.88171e-05,-7.21331e-06,0.000561843,4.72937e-06,-6.43707e-05,0.000454076,0.000729379,0.000113592,0.000520195,0.000715822,0,0,0,0,0,0,0,0,0,0,0,0
187.853,-0.00660574,-0.151142,-0.0970792,1.44536e-05,-0.000507195,-4.53383e-05,1.47679,-0.0640108,9.69768,-0.0767342,-0.698764,1.69138,0.0791284,-0.712248,1.68355,-0.156122,-0.684668,1.90072,0.158472,-0.68919,1.88901,-3.70179e-05,0.000548883,-7.68879e-05,-7.03093e-06,0.000562553,6.23415e-06,-6.42972e-05,0.000455682,0.000729331,0.000113672,0.000521875,0.000715444,0,0,0,0,0,0,0,0,0,0,0,0
187.853,-0.00660574,-0.151142,-0.0970792,1.44536e-05,-0.000507195,-4.53383e-05,1.47679,-0.0640108,9.69768,-0.0767342,-0.698764,1.69138,0.0791284,-0.712248,1.68355,-0.156122,-0.684668,1.90072,0.158472,-0.68919,1.88901,-3.70179e-05,0.000548883,-7.68879e-05,-7.03093e-06,0.000562553,6.23415e-06,-6.42972e-05,0.000455682,0.000729331,0.000113672,0.000521875,0.000715444,0,0,0,0,0,0,0,0,0,0,0,0
187.854,-0.00660572,-0.151142,-0.0970792,1.29115e-05,-0.000523139,-4.54733e-05,1.47891,-0.0639555,9.69961,-0.0767342,-0.698764,1.69138,0.0791284,-0.712248,1.68355,-0.156122,-0.684668,1.90072,0.158472,-0.68919,1.88901,-3.71137e-05,0.00053568,-9.5083e-05,-9.05357e-06,0.000550002,-1.23123e-05,-6.68415e-05,0.000426398,0.000749179,0.000114272,0.000493338,0.000733327,0,0,0,0,0,0,0,0,0,0,0,0
